id,date,family,sales,onpromotion
24,2013-01-01,MEATS,0.0,0.0
25,2013-01-01,PERSONAL CARE,0.0,0.0
1806,2013-01-02,MEATS,369.101,0.0
1807,2013-01-02,PERSONAL CARE,194.0,0.0
3588,2013-01-03,MEATS,272.319,0.0
3589,2013-01-03,PERSONAL CARE,153.0,0.0
5370,2013-01-04,MEATS,454.172,0.0
5371,2013-01-04,PERSONAL CARE,88.0,0.0
7152,2013-01-05,MEATS,328.94,0.0
7153,2013-01-05,PERSONAL CARE,141.0,0.0
8934,2013-01-06,MEATS,113.282,0.0
8935,2013-01-06,PERSONAL CARE,49.0,0.0
10716,2013-01-07,MEATS,266.72,0.0
10717,2013-01-07,PERSONAL CARE,154.0,0.0
12498,2013-01-08,MEATS,393.51,0.0
12499,2013-01-08,PERSONAL CARE,119.0,0.0
14280,2013-01-09,MEATS,390.15298,0.0
14281,2013-01-09,PERSONAL CARE,190.0,0.0
16062,2013-01-10,MEATS,246.035,0.0
16063,2013-01-10,PERSONAL CARE,110.0,0.0
17844,2013-01-11,MEATS,458.241,0.0
17845,2013-01-11,PERSONAL CARE,81.0,0.0
19626,2013-01-12,MEATS,260.07098,0.0
19627,2013-01-12,PERSONAL CARE,103.0,0.0
21408,2013-01-13,MEATS,131.269,0.0
21409,2013-01-13,PERSONAL CARE,61.0,0.0
23190,2013-01-14,MEATS,311.573,0.0
23191,2013-01-14,PERSONAL CARE,84.0,0.0
24972,2013-01-15,MEATS,287.346,0.0
24973,2013-01-15,PERSONAL CARE,95.0,0.0
26754,2013-01-16,MEATS,369.492,0.0
26755,2013-01-16,PERSONAL CARE,118.0,0.0
28536,2013-01-17,MEATS,280.879,0.0
28537,2013-01-17,PERSONAL CARE,100.0,0.0
30318,2013-01-18,MEATS,519.204,0.0
30319,2013-01-18,PERSONAL CARE,69.0,0.0
32100,2013-01-19,MEATS,284.484,0.0
32101,2013-01-19,PERSONAL CARE,92.0,0.0
33882,2013-01-20,MEATS,108.286,0.0
33883,2013-01-20,PERSONAL CARE,48.0,0.0
35664,2013-01-21,MEATS,274.88602,0.0
35665,2013-01-21,PERSONAL CARE,89.0,0.0
37446,2013-01-22,MEATS,274.261,0.0
37447,2013-01-22,PERSONAL CARE,90.0,0.0
39228,2013-01-23,MEATS,312.199,0.0
39229,2013-01-23,PERSONAL CARE,103.0,0.0
41010,2013-01-24,MEATS,215.607,0.0
41011,2013-01-24,PERSONAL CARE,89.0,0.0
42792,2013-01-25,MEATS,507.85,0.0
42793,2013-01-25,PERSONAL CARE,73.0,0.0
44574,2013-01-26,MEATS,274.442,0.0
44575,2013-01-26,PERSONAL CARE,117.0,0.0
46356,2013-01-27,MEATS,267.816,0.0
46357,2013-01-27,PERSONAL CARE,42.0,0.0
48138,2013-01-28,MEATS,325.072,0.0
48139,2013-01-28,PERSONAL CARE,107.0,0.0
49920,2013-01-29,MEATS,260.633,0.0
49921,2013-01-29,PERSONAL CARE,91.0,0.0
51702,2013-01-30,MEATS,304.018,0.0
51703,2013-01-30,PERSONAL CARE,98.0,0.0
53484,2013-01-31,MEATS,264.937,0.0
53485,2013-01-31,PERSONAL CARE,122.0,0.0
55266,2013-02-01,MEATS,529.172,0.0
55267,2013-02-01,PERSONAL CARE,112.0,0.0
57048,2013-02-02,MEATS,253.804,0.0
57049,2013-02-02,PERSONAL CARE,103.0,0.0
58830,2013-02-03,MEATS,130.015,0.0
58831,2013-02-03,PERSONAL CARE,52.0,0.0
60612,2013-02-04,MEATS,305.111,0.0
60613,2013-02-04,PERSONAL CARE,85.0,0.0
62394,2013-02-05,MEATS,229.85,0.0
62395,2013-02-05,PERSONAL CARE,83.0,0.0
64176,2013-02-06,MEATS,338.001,0.0
64177,2013-02-06,PERSONAL CARE,130.0,0.0
65958,2013-02-07,MEATS,267.696,0.0
65959,2013-02-07,PERSONAL CARE,78.0,0.0
67740,2013-02-08,MEATS,511.773,0.0
67741,2013-02-08,PERSONAL CARE,87.0,0.0
69522,2013-02-09,MEATS,282.407,0.0
69523,2013-02-09,PERSONAL CARE,89.0,0.0
71304,2013-02-10,MEATS,74.741,0.0
71305,2013-02-10,PERSONAL CARE,33.0,0.0
73086,2013-02-11,MEATS,92.739,0.0
73087,2013-02-11,PERSONAL CARE,23.0,0.0
74868,2013-02-12,MEATS,106.388,0.0
74869,2013-02-12,PERSONAL CARE,36.0,0.0
76650,2013-02-13,MEATS,326.558,0.0
76651,2013-02-13,PERSONAL CARE,136.0,0.0
78432,2013-02-14,MEATS,292.572,0.0
78433,2013-02-14,PERSONAL CARE,83.0,0.0
80214,2013-02-15,MEATS,516.148,0.0
80215,2013-02-15,PERSONAL CARE,89.0,0.0
81996,2013-02-16,MEATS,329.699,0.0
81997,2013-02-16,PERSONAL CARE,123.0,0.0
83778,2013-02-17,MEATS,128.175,0.0
83779,2013-02-17,PERSONAL CARE,36.0,0.0
85560,2013-02-18,MEATS,262.232,0.0
85561,2013-02-18,PERSONAL CARE,91.0,0.0
87342,2013-02-19,MEATS,224.755,0.0
87343,2013-02-19,PERSONAL CARE,97.0,0.0
89124,2013-02-20,MEATS,322.954,0.0
89125,2013-02-20,PERSONAL CARE,112.0,0.0
90906,2013-02-21,MEATS,253.986,0.0
90907,2013-02-21,PERSONAL CARE,80.0,0.0
92688,2013-02-22,MEATS,570.617,0.0
92689,2013-02-22,PERSONAL CARE,111.0,0.0
94470,2013-02-23,MEATS,232.161,0.0
94471,2013-02-23,PERSONAL CARE,127.0,0.0
96252,2013-02-24,MEATS,146.001,0.0
96253,2013-02-24,PERSONAL CARE,42.0,0.0
98034,2013-02-25,MEATS,293.25198,0.0
98035,2013-02-25,PERSONAL CARE,97.0,0.0
99816,2013-02-26,MEATS,272.75598,0.0
99817,2013-02-26,PERSONAL CARE,92.0,0.0
101598,2013-02-27,MEATS,318.132,0.0
101599,2013-02-27,PERSONAL CARE,117.0,0.0
103380,2013-02-28,MEATS,283.616,0.0
103381,2013-02-28,PERSONAL CARE,131.0,0.0
105162,2013-03-01,MEATS,548.013,0.0
105163,2013-03-01,PERSONAL CARE,95.0,0.0
106944,2013-03-02,MEATS,298.891,0.0
106945,2013-03-02,PERSONAL CARE,129.0,0.0
108726,2013-03-03,MEATS,149.736,0.0
108727,2013-03-03,PERSONAL CARE,63.0,0.0
110508,2013-03-04,MEATS,339.293,0.0
110509,2013-03-04,PERSONAL CARE,125.0,0.0
112290,2013-03-05,MEATS,298.28,0.0
112291,2013-03-05,PERSONAL CARE,78.0,0.0
114072,2013-03-06,MEATS,366.07,0.0
114073,2013-03-06,PERSONAL CARE,123.0,0.0
115854,2013-03-07,MEATS,259.497,0.0
115855,2013-03-07,PERSONAL CARE,99.0,0.0
117636,2013-03-08,MEATS,516.55,0.0
117637,2013-03-08,PERSONAL CARE,49.0,0.0
119418,2013-03-09,MEATS,274.607,0.0
119419,2013-03-09,PERSONAL CARE,117.0,0.0
121200,2013-03-10,MEATS,141.019,0.0
121201,2013-03-10,PERSONAL CARE,72.0,0.0
122982,2013-03-11,MEATS,310.032,0.0
122983,2013-03-11,PERSONAL CARE,90.0,0.0
124764,2013-03-12,MEATS,228.634,0.0
124765,2013-03-12,PERSONAL CARE,101.0,0.0
126546,2013-03-13,MEATS,322.366,0.0
126547,2013-03-13,PERSONAL CARE,108.0,0.0
128328,2013-03-14,MEATS,235.86,0.0
128329,2013-03-14,PERSONAL CARE,55.0,0.0
130110,2013-03-15,MEATS,487.097,0.0
130111,2013-03-15,PERSONAL CARE,83.0,0.0
131892,2013-03-16,MEATS,254.232,0.0
131893,2013-03-16,PERSONAL CARE,105.0,0.0
133674,2013-03-17,MEATS,130.868,0.0
133675,2013-03-17,PERSONAL CARE,46.0,0.0
135456,2013-03-18,MEATS,280.095,0.0
135457,2013-03-18,PERSONAL CARE,93.0,0.0
137238,2013-03-19,MEATS,155.222,0.0
137239,2013-03-19,PERSONAL CARE,74.0,0.0
139020,2013-03-20,MEATS,271.91,0.0
139021,2013-03-20,PERSONAL CARE,81.0,0.0
140802,2013-03-21,MEATS,273.357,0.0
140803,2013-03-21,PERSONAL CARE,67.0,0.0
142584,2013-03-22,MEATS,516.912,0.0
142585,2013-03-22,PERSONAL CARE,117.0,0.0
144366,2013-03-23,MEATS,262.538,0.0
144367,2013-03-23,PERSONAL CARE,95.0,0.0
146148,2013-03-24,MEATS,100.099,0.0
146149,2013-03-24,PERSONAL CARE,27.0,0.0
147930,2013-03-25,MEATS,276.834,0.0
147931,2013-03-25,PERSONAL CARE,75.0,0.0
149712,2013-03-26,MEATS,198.406,0.0
149713,2013-03-26,PERSONAL CARE,84.0,0.0
151494,2013-03-27,MEATS,279.93,0.0
151495,2013-03-27,PERSONAL CARE,83.0,0.0
153276,2013-03-28,MEATS,250.828,0.0
153277,2013-03-28,PERSONAL CARE,86.0,0.0
155058,2013-03-29,MEATS,244.319,0.0
155059,2013-03-29,PERSONAL CARE,20.0,0.0
156840,2013-03-30,MEATS,211.841,0.0
156841,2013-03-30,PERSONAL CARE,65.0,0.0
158622,2013-03-31,MEATS,98.83,0.0
158623,2013-03-31,PERSONAL CARE,23.0,0.0
160404,2013-04-01,MEATS,313.784,0.0
160405,2013-04-01,PERSONAL CARE,137.0,0.0
162186,2013-04-02,MEATS,312.279,0.0
162187,2013-04-02,PERSONAL CARE,108.0,0.0
163968,2013-04-03,MEATS,375.971,0.0
163969,2013-04-03,PERSONAL CARE,140.0,0.0
165750,2013-04-04,MEATS,272.098,0.0
165751,2013-04-04,PERSONAL CARE,99.0,0.0
167532,2013-04-05,MEATS,569.057,0.0
167533,2013-04-05,PERSONAL CARE,110.0,0.0
169314,2013-04-06,MEATS,265.025,0.0
169315,2013-04-06,PERSONAL CARE,114.0,0.0
171096,2013-04-07,MEATS,125.389,0.0
171097,2013-04-07,PERSONAL CARE,68.0,0.0
172878,2013-04-08,MEATS,228.37,0.0
172879,2013-04-08,PERSONAL CARE,118.0,0.0
174660,2013-04-09,MEATS,265.48898,0.0
174661,2013-04-09,PERSONAL CARE,123.0,0.0
176442,2013-04-10,MEATS,354.093,0.0
176443,2013-04-10,PERSONAL CARE,139.0,0.0
178224,2013-04-11,MEATS,241.471,0.0
178225,2013-04-11,PERSONAL CARE,103.0,0.0
180006,2013-04-12,MEATS,559.343,0.0
180007,2013-04-12,PERSONAL CARE,107.0,0.0
181788,2013-04-13,MEATS,266.667,0.0
181789,2013-04-13,PERSONAL CARE,118.0,0.0
183570,2013-04-14,MEATS,122.573,0.0
183571,2013-04-14,PERSONAL CARE,59.0,0.0
185352,2013-04-15,MEATS,269.678,0.0
185353,2013-04-15,PERSONAL CARE,106.0,0.0
187134,2013-04-16,MEATS,273.098,0.0
187135,2013-04-16,PERSONAL CARE,102.0,0.0
188916,2013-04-17,MEATS,360.445,0.0
188917,2013-04-17,PERSONAL CARE,135.0,0.0
190698,2013-04-18,MEATS,284.0,0.0
190699,2013-04-18,PERSONAL CARE,112.0,0.0
192480,2013-04-19,MEATS,487.568,0.0
192481,2013-04-19,PERSONAL CARE,96.0,0.0
194262,2013-04-20,MEATS,288.881,0.0
194263,2013-04-20,PERSONAL CARE,150.0,0.0
196044,2013-04-21,MEATS,119.748,0.0
196045,2013-04-21,PERSONAL CARE,50.0,0.0
197826,2013-04-22,MEATS,360.18,0.0
197827,2013-04-22,PERSONAL CARE,117.0,0.0
199608,2013-04-23,MEATS,277.361,0.0
199609,2013-04-23,PERSONAL CARE,114.0,0.0
201390,2013-04-24,MEATS,323.446,0.0
201391,2013-04-24,PERSONAL CARE,135.0,0.0
203172,2013-04-25,MEATS,245.389,0.0
203173,2013-04-25,PERSONAL CARE,92.0,0.0
204954,2013-04-26,MEATS,531.686,0.0
204955,2013-04-26,PERSONAL CARE,58.0,0.0
206736,2013-04-27,MEATS,273.679,0.0
206737,2013-04-27,PERSONAL CARE,82.0,0.0
208518,2013-04-28,MEATS,136.447,0.0
208519,2013-04-28,PERSONAL CARE,38.0,0.0
210300,2013-04-29,MEATS,266.057,0.0
210301,2013-04-29,PERSONAL CARE,80.0,0.0
212082,2013-04-30,MEATS,280.568,0.0
212083,2013-04-30,PERSONAL CARE,90.0,0.0
213864,2013-05-01,MEATS,146.36,0.0
213865,2013-05-01,PERSONAL CARE,48.0,0.0
215646,2013-05-02,MEATS,251.577,0.0
215647,2013-05-02,PERSONAL CARE,97.0,0.0
217428,2013-05-03,MEATS,671.73,0.0
217429,2013-05-03,PERSONAL CARE,101.0,0.0
219210,2013-05-04,MEATS,348.40298,0.0
219211,2013-05-04,PERSONAL CARE,87.0,0.0
220992,2013-05-05,MEATS,147.807,0.0
220993,2013-05-05,PERSONAL CARE,65.0,0.0
222774,2013-05-06,MEATS,282.14,0.0
222775,2013-05-06,PERSONAL CARE,110.0,0.0
224556,2013-05-07,MEATS,333.668,0.0
224557,2013-05-07,PERSONAL CARE,102.0,0.0
226338,2013-05-08,MEATS,323.497,0.0
226339,2013-05-08,PERSONAL CARE,108.0,0.0
228120,2013-05-09,MEATS,267.734,0.0
228121,2013-05-09,PERSONAL CARE,95.0,0.0
229902,2013-05-10,MEATS,552.189,0.0
229903,2013-05-10,PERSONAL CARE,75.0,0.0
231684,2013-05-11,MEATS,296.303,0.0
231685,2013-05-11,PERSONAL CARE,95.0,0.0
233466,2013-05-12,MEATS,99.443,0.0
233467,2013-05-12,PERSONAL CARE,18.0,0.0
235248,2013-05-13,MEATS,290.837,0.0
235249,2013-05-13,PERSONAL CARE,121.0,0.0
237030,2013-05-14,MEATS,272.67,0.0
237031,2013-05-14,PERSONAL CARE,117.0,0.0
238812,2013-05-15,MEATS,348.317,0.0
238813,2013-05-15,PERSONAL CARE,103.0,0.0
240594,2013-05-16,MEATS,268.309,0.0
240595,2013-05-16,PERSONAL CARE,101.0,0.0
242376,2013-05-17,MEATS,573.816,0.0
242377,2013-05-17,PERSONAL CARE,103.0,0.0
244158,2013-05-18,MEATS,261.647,0.0
244159,2013-05-18,PERSONAL CARE,121.0,0.0
245940,2013-05-19,MEATS,101.261,0.0
245941,2013-05-19,PERSONAL CARE,44.0,0.0
247722,2013-05-20,MEATS,272.282,0.0
247723,2013-05-20,PERSONAL CARE,97.0,0.0
249504,2013-05-21,MEATS,279.983,0.0
249505,2013-05-21,PERSONAL CARE,97.0,0.0
251286,2013-05-22,MEATS,282.219,0.0
251287,2013-05-22,PERSONAL CARE,105.0,0.0
253068,2013-05-23,MEATS,328.9,0.0
253069,2013-05-23,PERSONAL CARE,91.0,0.0
254850,2013-05-24,MEATS,315.741,0.0
254851,2013-05-24,PERSONAL CARE,33.0,0.0
256632,2013-05-25,MEATS,177.976,0.0
256633,2013-05-25,PERSONAL CARE,60.0,0.0
258414,2013-05-26,MEATS,72.78,0.0
258415,2013-05-26,PERSONAL CARE,32.0,0.0
260196,2013-05-27,MEATS,318.303,0.0
260197,2013-05-27,PERSONAL CARE,104.0,0.0
261978,2013-05-28,MEATS,285.81,0.0
261979,2013-05-28,PERSONAL CARE,95.0,0.0
263760,2013-05-29,MEATS,350.753,0.0
263761,2013-05-29,PERSONAL CARE,105.0,0.0
265542,2013-05-30,MEATS,292.375,0.0
265543,2013-05-30,PERSONAL CARE,97.0,0.0
267324,2013-05-31,MEATS,603.533,0.0
267325,2013-05-31,PERSONAL CARE,86.0,0.0
269106,2013-06-01,MEATS,344.74,0.0
269107,2013-06-01,PERSONAL CARE,122.0,0.0
270888,2013-06-02,MEATS,102.918,0.0
270889,2013-06-02,PERSONAL CARE,38.0,0.0
272670,2013-06-03,MEATS,297.977,0.0
272671,2013-06-03,PERSONAL CARE,100.0,0.0
274452,2013-06-04,MEATS,336.56,0.0
274453,2013-06-04,PERSONAL CARE,115.0,0.0
276234,2013-06-05,MEATS,435.488,0.0
276235,2013-06-05,PERSONAL CARE,108.0,0.0
278016,2013-06-06,MEATS,286.079,0.0
278017,2013-06-06,PERSONAL CARE,94.0,0.0
279798,2013-06-07,MEATS,626.596,0.0
279799,2013-06-07,PERSONAL CARE,99.0,0.0
281580,2013-06-08,MEATS,259.579,0.0
281581,2013-06-08,PERSONAL CARE,88.0,0.0
283362,2013-06-09,MEATS,128.431,0.0
283363,2013-06-09,PERSONAL CARE,48.0,0.0
285144,2013-06-10,MEATS,319.475,0.0
285145,2013-06-10,PERSONAL CARE,94.0,0.0
286926,2013-06-11,MEATS,276.163,0.0
286927,2013-06-11,PERSONAL CARE,67.0,0.0
288708,2013-06-12,MEATS,358.165,0.0
288709,2013-06-12,PERSONAL CARE,121.0,0.0
290490,2013-06-13,MEATS,277.217,0.0
290491,2013-06-13,PERSONAL CARE,54.0,0.0
292272,2013-06-14,MEATS,470.72,0.0
292273,2013-06-14,PERSONAL CARE,91.0,0.0
294054,2013-06-15,MEATS,254.701,0.0
294055,2013-06-15,PERSONAL CARE,98.0,0.0
295836,2013-06-16,MEATS,91.486,0.0
295837,2013-06-16,PERSONAL CARE,38.0,0.0
297618,2013-06-17,MEATS,269.158,0.0
297619,2013-06-17,PERSONAL CARE,114.0,0.0
299400,2013-06-18,MEATS,257.409,0.0
299401,2013-06-18,PERSONAL CARE,84.0,0.0
301182,2013-06-19,MEATS,300.295,0.0
301183,2013-06-19,PERSONAL CARE,74.0,0.0
302964,2013-06-20,MEATS,289.63,0.0
302965,2013-06-20,PERSONAL CARE,75.0,0.0
304746,2013-06-21,MEATS,600.281,0.0
304747,2013-06-21,PERSONAL CARE,77.0,0.0
306528,2013-06-22,MEATS,245.065,0.0
306529,2013-06-22,PERSONAL CARE,79.0,0.0
308310,2013-06-23,MEATS,109.309,0.0
308311,2013-06-23,PERSONAL CARE,32.0,0.0
310092,2013-06-24,MEATS,268.315,0.0
310093,2013-06-24,PERSONAL CARE,108.0,0.0
311874,2013-06-25,MEATS,283.37,0.0
311875,2013-06-25,PERSONAL CARE,83.0,0.0
313656,2013-06-26,MEATS,323.772,0.0
313657,2013-06-26,PERSONAL CARE,86.0,0.0
315438,2013-06-27,MEATS,231.754,0.0
315439,2013-06-27,PERSONAL CARE,56.0,0.0
317220,2013-06-28,MEATS,726.493,0.0
317221,2013-06-28,PERSONAL CARE,99.0,0.0
319002,2013-06-29,MEATS,258.58398,0.0
319003,2013-06-29,PERSONAL CARE,93.0,0.0
320784,2013-06-30,MEATS,122.065,0.0
320785,2013-06-30,PERSONAL CARE,39.0,0.0
322566,2013-07-01,MEATS,304.185,0.0
322567,2013-07-01,PERSONAL CARE,105.0,0.0
324348,2013-07-02,MEATS,338.831,0.0
324349,2013-07-02,PERSONAL CARE,85.0,0.0
326130,2013-07-03,MEATS,355.69,0.0
326131,2013-07-03,PERSONAL CARE,106.0,0.0
327912,2013-07-04,MEATS,272.775,0.0
327913,2013-07-04,PERSONAL CARE,101.0,0.0
329694,2013-07-05,MEATS,604.481,0.0
329695,2013-07-05,PERSONAL CARE,72.0,0.0
331476,2013-07-06,MEATS,280.212,0.0
331477,2013-07-06,PERSONAL CARE,74.0,0.0
333258,2013-07-07,MEATS,135.769,0.0
333259,2013-07-07,PERSONAL CARE,43.0,0.0
335040,2013-07-08,MEATS,374.983,0.0
335041,2013-07-08,PERSONAL CARE,91.0,0.0
336822,2013-07-09,MEATS,253.84,0.0
336823,2013-07-09,PERSONAL CARE,96.0,0.0
338604,2013-07-10,MEATS,350.477,0.0
338605,2013-07-10,PERSONAL CARE,90.0,0.0
340386,2013-07-11,MEATS,306.198,0.0
340387,2013-07-11,PERSONAL CARE,67.0,0.0
342168,2013-07-12,MEATS,595.348,0.0
342169,2013-07-12,PERSONAL CARE,80.0,0.0
343950,2013-07-13,MEATS,245.633,0.0
343951,2013-07-13,PERSONAL CARE,88.0,0.0
345732,2013-07-14,MEATS,83.758,0.0
345733,2013-07-14,PERSONAL CARE,35.0,0.0
347514,2013-07-15,MEATS,297.099,0.0
347515,2013-07-15,PERSONAL CARE,97.0,0.0
349296,2013-07-16,MEATS,303.679,0.0
349297,2013-07-16,PERSONAL CARE,95.0,0.0
351078,2013-07-17,MEATS,335.494,0.0
351079,2013-07-17,PERSONAL CARE,73.0,0.0
352860,2013-07-18,MEATS,271.943,0.0
352861,2013-07-18,PERSONAL CARE,70.0,0.0
354642,2013-07-19,MEATS,593.846,0.0
354643,2013-07-19,PERSONAL CARE,94.0,0.0
356424,2013-07-20,MEATS,219.509,0.0
356425,2013-07-20,PERSONAL CARE,95.0,0.0
358206,2013-07-21,MEATS,117.016,0.0
358207,2013-07-21,PERSONAL CARE,40.0,0.0
359988,2013-07-22,MEATS,314.19,0.0
359989,2013-07-22,PERSONAL CARE,78.0,0.0
361770,2013-07-23,MEATS,255.556,0.0
361771,2013-07-23,PERSONAL CARE,101.0,0.0
363552,2013-07-24,MEATS,303.001,0.0
363553,2013-07-24,PERSONAL CARE,84.0,0.0
365334,2013-07-25,MEATS,319.38,0.0
365335,2013-07-25,PERSONAL CARE,62.0,0.0
367116,2013-07-26,MEATS,566.654,0.0
367117,2013-07-26,PERSONAL CARE,69.0,0.0
368898,2013-07-27,MEATS,339.797,0.0
368899,2013-07-27,PERSONAL CARE,81.0,0.0
370680,2013-07-28,MEATS,78.888,0.0
370681,2013-07-28,PERSONAL CARE,31.0,0.0
372462,2013-07-29,MEATS,251.297,0.0
372463,2013-07-29,PERSONAL CARE,106.0,0.0
374244,2013-07-30,MEATS,196.0,0.0
374245,2013-07-30,PERSONAL CARE,71.0,0.0
376026,2013-07-31,MEATS,309.694,0.0
376027,2013-07-31,PERSONAL CARE,132.0,0.0
377808,2013-08-01,MEATS,348.631,0.0
377809,2013-08-01,PERSONAL CARE,141.0,0.0
379590,2013-08-02,MEATS,584.217,0.0
379591,2013-08-02,PERSONAL CARE,70.0,0.0
381372,2013-08-03,MEATS,227.725,0.0
381373,2013-08-03,PERSONAL CARE,126.0,0.0
383154,2013-08-04,MEATS,132.424,0.0
383155,2013-08-04,PERSONAL CARE,32.0,0.0
384936,2013-08-05,MEATS,314.32,0.0
384937,2013-08-05,PERSONAL CARE,89.0,0.0
386718,2013-08-06,MEATS,259.658,0.0
386719,2013-08-06,PERSONAL CARE,102.0,0.0
388500,2013-08-07,MEATS,324.155,0.0
388501,2013-08-07,PERSONAL CARE,112.0,0.0
390282,2013-08-08,MEATS,251.69,0.0
390283,2013-08-08,PERSONAL CARE,120.0,0.0
392064,2013-08-09,MEATS,390.558,0.0
392065,2013-08-09,PERSONAL CARE,77.0,0.0
393846,2013-08-10,MEATS,224.004,0.0
393847,2013-08-10,PERSONAL CARE,68.0,0.0
395628,2013-08-11,MEATS,97.975,0.0
395629,2013-08-11,PERSONAL CARE,33.0,0.0
397410,2013-08-12,MEATS,340.66,0.0
397411,2013-08-12,PERSONAL CARE,106.0,0.0
399192,2013-08-13,MEATS,211.9,0.0
399193,2013-08-13,PERSONAL CARE,105.0,0.0
400974,2013-08-14,MEATS,289.964,0.0
400975,2013-08-14,PERSONAL CARE,107.0,0.0
402756,2013-08-15,MEATS,370.927,0.0
402757,2013-08-15,PERSONAL CARE,83.0,0.0
404538,2013-08-16,MEATS,554.161,0.0
404539,2013-08-16,PERSONAL CARE,69.0,0.0
406320,2013-08-17,MEATS,266.969,0.0
406321,2013-08-17,PERSONAL CARE,94.0,0.0
408102,2013-08-18,MEATS,159.669,0.0
408103,2013-08-18,PERSONAL CARE,33.0,0.0
409884,2013-08-19,MEATS,254.957,0.0
409885,2013-08-19,PERSONAL CARE,97.0,0.0
411666,2013-08-20,MEATS,249.948,0.0
411667,2013-08-20,PERSONAL CARE,101.0,0.0
413448,2013-08-21,MEATS,234.27,0.0
413449,2013-08-21,PERSONAL CARE,125.0,0.0
415230,2013-08-22,MEATS,256.905,0.0
415231,2013-08-22,PERSONAL CARE,88.0,0.0
417012,2013-08-23,MEATS,488.553,0.0
417013,2013-08-23,PERSONAL CARE,100.0,0.0
418794,2013-08-24,MEATS,303.238,0.0
418795,2013-08-24,PERSONAL CARE,66.0,0.0
420576,2013-08-25,MEATS,116.374,0.0
420577,2013-08-25,PERSONAL CARE,44.0,0.0
422358,2013-08-26,MEATS,332.168,0.0
422359,2013-08-26,PERSONAL CARE,97.0,0.0
424140,2013-08-27,MEATS,289.838,0.0
424141,2013-08-27,PERSONAL CARE,109.0,0.0
425922,2013-08-28,MEATS,244.584,0.0
425923,2013-08-28,PERSONAL CARE,126.0,0.0
427704,2013-08-29,MEATS,231.887,0.0
427705,2013-08-29,PERSONAL CARE,72.0,0.0
429486,2013-08-30,MEATS,557.229,0.0
429487,2013-08-30,PERSONAL CARE,96.0,0.0
431268,2013-08-31,MEATS,295.448,0.0
431269,2013-08-31,PERSONAL CARE,119.0,0.0
433050,2013-09-01,MEATS,106.967,0.0
433051,2013-09-01,PERSONAL CARE,63.0,0.0
434832,2013-09-02,MEATS,404.897,0.0
434833,2013-09-02,PERSONAL CARE,128.0,0.0
436614,2013-09-03,MEATS,246.392,0.0
436615,2013-09-03,PERSONAL CARE,108.0,0.0
438396,2013-09-04,MEATS,283.233,0.0
438397,2013-09-04,PERSONAL CARE,106.0,0.0
440178,2013-09-05,MEATS,259.55402,0.0
440179,2013-09-05,PERSONAL CARE,96.0,0.0
441960,2013-09-06,MEATS,554.16003,0.0
441961,2013-09-06,PERSONAL CARE,91.0,0.0
443742,2013-09-07,MEATS,255.619,0.0
443743,2013-09-07,PERSONAL CARE,125.0,0.0
445524,2013-09-08,MEATS,78.849,0.0
445525,2013-09-08,PERSONAL CARE,53.0,0.0
447306,2013-09-09,MEATS,380.115,0.0
447307,2013-09-09,PERSONAL CARE,135.0,0.0
449088,2013-09-10,MEATS,229.874,0.0
449089,2013-09-10,PERSONAL CARE,93.0,0.0
450870,2013-09-11,MEATS,316.816,0.0
450871,2013-09-11,PERSONAL CARE,81.0,0.0
452652,2013-09-12,MEATS,240.228,0.0
452653,2013-09-12,PERSONAL CARE,83.0,0.0
454434,2013-09-13,MEATS,638.737,0.0
454435,2013-09-13,PERSONAL CARE,87.0,0.0
456216,2013-09-14,MEATS,241.84,0.0
456217,2013-09-14,PERSONAL CARE,90.0,0.0
457998,2013-09-15,MEATS,108.687004,0.0
457999,2013-09-15,PERSONAL CARE,39.0,0.0
459780,2013-09-16,MEATS,383.41,0.0
459781,2013-09-16,PERSONAL CARE,96.0,0.0
461562,2013-09-17,MEATS,372.251,0.0
461563,2013-09-17,PERSONAL CARE,106.0,0.0
463344,2013-09-18,MEATS,346.088,0.0
463345,2013-09-18,PERSONAL CARE,105.0,0.0
465126,2013-09-19,MEATS,274.047,0.0
465127,2013-09-19,PERSONAL CARE,75.0,0.0
466908,2013-09-20,MEATS,592.032,0.0
466909,2013-09-20,PERSONAL CARE,57.0,0.0
468690,2013-09-21,MEATS,236.629,0.0
468691,2013-09-21,PERSONAL CARE,109.0,0.0
470472,2013-09-22,MEATS,86.773,0.0
470473,2013-09-22,PERSONAL CARE,27.0,0.0
472254,2013-09-23,MEATS,273.067,0.0
472255,2013-09-23,PERSONAL CARE,104.0,0.0
474036,2013-09-24,MEATS,361.401,0.0
474037,2013-09-24,PERSONAL CARE,117.0,0.0
475818,2013-09-25,MEATS,287.915,0.0
475819,2013-09-25,PERSONAL CARE,75.0,0.0
477600,2013-09-26,MEATS,258.958,0.0
477601,2013-09-26,PERSONAL CARE,76.0,0.0
479382,2013-09-27,MEATS,553.417,0.0
479383,2013-09-27,PERSONAL CARE,74.0,0.0
